ID,"FS name",FS macro region,"From","Link type","To","Description"
130,"Temperate Mixed",EAP,"Increased flooding
","Leads to","Increase in malnutrition","Climate change impacts such as floods,  negatively impact agriculture and livestock causing crop failures, decreasing food security and significantly impacting human health and nutrition, especially for those who are immunocompromised as a result of tuberculosis and HIV/AIDS ."
131,"Temperate Mixed",EAP,"Reduced crop productivity/failure","Leads to","Increase in food insecurity","Despite some crops having more favourable conditions for growth, in general the region is likely to face a reduced production of crops and, consequently, an adverse effect on food security by 2050 ."
132,"Temperate Mixed",EAP,"Increased incidence of bushfires","Leads to","Livestock mortalities","Bushfires leads to loss of habitat and food sources and hence, increased livestock mortalities."
133,"Temperate Mixed",EAP,"Shorter growing seasons","Leads to","Increase in food prices","Shorter growing season  leads to increase in food prices.Food prices are likely to increase as a result, making people more vulnerable to hunger.
"
134,"Temperate Mixed",EAP,"Loss of income","Leads to","Increase in poverty","World Bank found out that, asmany as 38million people fell below the poverty line in 2021."
135,"Temperate Mixed",EAP,"Increased incidence of bushfires","Leads to","Land degradation","Increased incidence of bushfires, whether the result of a wildfire or a controlled burn, affects not only the appearance of the landscape, but the quality of the soil leaving the land degraded."
136,"Temperate Mixed",EAP,"Increased flooding
","Leads to","Loss of income","In terms of the economy, natural disasters such as floods are a negative supply shock as production is disrupted and public infrastructure, homes, cars, and business assets are damaged, leading to loss of income."
137,"Temperate Mixed",EAP,"Reduced crop productivity/failure","Leads to","Increase in food prices","Declining productivity growth could result in consequences such as higher food prices and increased greenhouse gas emissions from agriculture.Average wheat, maize, and rice prices in September 2022 are 20%, 29%, and 8% higher, respectively, than in September 2021. Whereas wheat and maize prices are 33% and 30% higher, respectively, and rice prices are 12% lower than in January 2021."
138,"Temperate Mixed",EAP,"Reduced livestock productivity","Leads to","Increase in food insecurity","Livestock are important contributors to total food production. Moreover, their contribution increases at a higher rate than that of cereals, therefore, its decline in production leads to increased food insecurity."
139,"Temperate Mixed",EAP,"Increase in food insecurity","Leads to","Increase in malnutrition","The pre-existing food security and nutrition situation in Asia and the Pacific in 2019 was already quite discouraging. Progress had stalled in reducing the number of undernourished, and the prevalence of certain nutritional indicators, such as stunting in children under five years of age, was much too high."
140,"Temperate Mixed",EAP,"Livestock mortalities","Leads to","Loss of income","African swine fever (ASF) is a viral disease affecting pigs and wild boar with up to 100% case fatality rate leading to loss of income."
141,"Temperate Mixed",EAP,"Increase in poverty","Leads to","Increase in malnutrition","The high cost of a healthy diet and persistently high levels of poverty and income inequality continue to hold healthy diets out of reach in East Asia leading to high malnutrtion."
142,"Temperate Mixed",EAP,"Shorter growing seasons","Leads to","Increase in food insecurity","Seasonality causes a cyclical pattern of inadequate availability and access to food. This is associated with seasonal fluctuations in the climate, cropping patterns, work opportunities, and disease, leading to increased food insecurity."
143,"Temperate Mixed",EAP,"High poverty levels 






","Leads to","Competition for resources","High  poverty forces the rural  community to scramble for the available natural resources."
144,"Temperate Mixed",EAP,"Reliance on rainfed agriculture","Leads to","Increase in food insecurity","Agriculture is weather-dependent , therefore those depending on it for livelihoods are at greater risk."
145,"Temperate Mixed",EAP,"Crop is highly susceptible to diseases","Leads to","Reduced crop productivity/failure","Fao estimated that, pests destroys up to 40% of global crops and cost $220 billion of losses."
146,"Temperate Mixed",EAP,"Animal/breed is highly susceptible to diseases","Leads to","Reduced livestock productivity","There is rapid emergence of non-communicable diseases leading to reduced livestock production in the region."
147,"Temperate Mixed",EAP,"High poverty levels 






","Leads to","Increase in malnutrition","South East Asia Region is the most populous Region in the world with high levels of poverty, disease burden and malnutrtion."
148,"Temperate Mixed",EAP,"Reliance on rainfed agriculture","Leads to","Reduced crop productivity/failure","Most rice production in Thailand relies on a rainfed system, which is highly dependent on precipitation with productivity being sensitive climate change impacts."
149,"Temperate Mixed",EAP,"Crop is highly susceptible to diseases","Leads to","Increase in food insecurity","For example, the gistic virus disease of maize caused by maize chlorotic mottle led to a reduction in maize production hence increasing food insecurity."
150,"Temperate Mixed",EAP,"Animal/breed is highly susceptible to diseases","Leads to","Livestock mortalities","Foot and Mouth  disease is fatal in young animals, leading to high mortality in young animals ."
151,"Temperate Mixed",EAP,"Animal/breed is highly susceptible to diseases","Leads to","Increase in food insecurity","Livestock is highly susceptible to Foot and mouth disease (FMD)which  is a severe, highly contagious viral disease of livestock that has a significant economic impact, leading to increased food insecurity."
