"ID","FS name","FS macro region","Factor","Type-1","Description"
"147","Temperate Mixed","EAP","Risk to farmers of loss of livelihoods due to Climate Change","Risk","Farmers in temperate mixed farming system are at a risk of losing livelihoods due to impacts of climate change. Changes in rainfall and temperature affect the suitability of certain areas for crop production thereby resulting in significant shifts in livelihoods."
"148","Temperate Mixed","EAP","Risk to farmers of chronic poverty due to Climate Change","Risk","70% of the poor people live in rural areas In Asia. Although every region of Asia has made considerable progress in reduction of rural poverty in the last decade, the problem remains acute. The problem has been exacerbated due to the Triple-F (food, fuel and financial) crises and this has made meeting of MDG 1 of halving extreme poverty  more challenging."
"149","Upland Intensive Mixed","EAP","Increase in drought events","Hazard","The East Asian and Pacific Islands region is experiencing changes to the intensity, severity, duration and onset of drought. Further, the El Niño Southern Oscillation is known to cause severe localised droughts in the Pacific Islands. Future projections indicate an increase in drought events for China, Laos, Vietnam and north-eastern Thailand in particular, with an increase in extreme dry spells in Malaysia."
"150","Upland Intensive Mixed","EAP","Increase in tropical cyclones/hurricanes","Hazard","The East Asian and Pacific Islands region is experiencing changes to the intensity, severity, duration and onset of tropical cyclones with projections indicating increasing tropical cyclones in Vietnam and the Philippines. The rate of intensification and the number of tropical cyclones have increased in China. The El Niño Southern Oscillation is expected to increase the frequency and strength of tropical cyclones in the Pacific Islands."
"151","Upland Intensive Mixed","EAP","Increase in extreme rainfall events","Hazard","In the East Asian and Pacific Islands region, extreme precipitation events are projected to increase to 2100, affecting the following countries in particular Malaysia, Myanmar, Philippines, Vietnam and Thailand. In most areas of Vietnam, overall rainfall intensity has increased considerably while monthly rainfall has decreased between the months of July and August and storms in Thailand have become more intense. In China, daily precipitation extremes have increased and heavy rainfall events are projected to increase in frequency and intensity. Further, climate models project an increased probability of extreme rainfall (both frequency and intensity) in the Pacific Islands. In the Philippines, La Niña events result in more intense rainfall and increased flooding."
"152","Upland Intensive Mixed","EAP","Increase in average temperatures","Hazard","An increase in average temperatures is projected for the East Asia and Pacific Islands region. For example, based on climate data generated by a global circulation model, temperatures in Thailand and Vietnam are projected to increase 2°C–4°C by the end of the century."
"153","Upland Intensive Mixed","EAP","Increase in humidity","Hazard","An increase in humidity is projected for the Pacific Island region."
"154","Upland Intensive Mixed","EAP","Increase in strong winds","Hazard","An increase in strong winds is projected for the Pacific Island region."
"155","Upland Intensive Mixed","EAP","Increase in extreme heat (no. of hot days)","Hazard","The East Asian and Pacific Islands region is experiencing an increasing number of hot days. Heat stress impacts are significantly higher in countries such as Myanmar, Philippines, Thailand and Vietnam, and the impacts are much more pronounced in the RCP8.5 scenario."
"156","Upland Intensive Mixed","EAP","Increase in average precipitation","Hazard","In the East Asian and Pacific Islands region, an increase in average rainfall is projected until 2100 for most of the region, although this varies by location and trends are not spatially coherent nor consistent. In general, it is projected that rainfall will increase in the northern parts of the region and decrease in the south. In Vietnam, monthly rainfall has decreased between the months of July and August, but has increased between September and November. Further, areas in the north and northeast of Thailand are projected to experience higher rainfall, while the opposite was found for provinces located in the southern region."
"157","Upland Intensive Mixed","EAP","Decrease in average precipitation","Hazard","In the East Asian and Pacific Islands region, an increase in average rainfall is projected until 2100 for most of the region, although this varies by location. For example, in Vietnam, monthly rainfall has decreased between the months of July and August, but has increased between September and November. Further, areas in the north, south and northeast of Thailand are projected to experience higher rainfall, while the opposite was found for provinces located in the southern region."
