TempCount,"FS name","FS macro region","From","Link type","To","Description","Citation","Year","URL","ID"
90,"Lowland Rice","EAP","Barrier to natural flows due to  infrastructure","Leads to","Sediment starvation","Water holding strategy of upstream provinces may lead towater shortages in downstream regions. The water discharge in upstream of Mekong river declined by 900m3/s. Meanwhile, water levels in middle and downstream of Mekong River increased by 0.1 – 1.5m due to tidal rise. Salinity intrusion led to increased salinity of water in rivers and irrigation canals.","CCFAS","2016",,"54"
91,"Lowland Rice","EAP","Barrier to natural flows due to  infrastructure","Leads to","Sediment starvation","Water holding strategy of upstream provinces may lead towater shortages in downstream regions. The water discharge in upstream of Mekong river declined by 900m3/s. Meanwhile, water levels in middle and downstream of Mekong River increased by 0.1 – 1.5m due to tidal rise. Salinity intrusion led to increased salinity of water in rivers and irrigation canals.","Yen et al.","2019",,"54"
92,"Lowland Rice","EAP","Lack of irrigation infrastructure","Leads to","Reduced crop productivity/failure","There is limited scope for further expansion of irrigation systems. Only a few countries are in the fortunate position of under-exploiting their water resources. In some areas, serious shortages of irrigation water occur in the dry season. However, water use efficiencies are often low.","CCAFS","2016","https://cgspace.cgiar.org/handle/10568/75633","55"
93,"Lowland Rice","EAP","Lack of irrigation infrastructure","Leads to","Reduced crop productivity/failure","There is limited scope for further expansion of irrigation systems. Only a few countries are in the fortunate position of under-exploiting their water resources. In some areas, serious shortages of irrigation water occur in the dry season. However, water use efficiencies are often low.","Nguyen et al.","2017","https://ccafs.cgiar.org/resources/publications/climate-smart-agriculture-vietnam","55"
94,"Lowland Rice","EAP","Lack of irrigation infrastructure","Leads to","Reduced crop productivity/failure","There is limited scope for further expansion of irrigation systems. Only a few countries are in the fortunate position of under-exploiting their water resources. In some areas, serious shortages of irrigation water occur in the dry season. However, water use efficiencies are often low.","Chapman & Darby","2016","https://doi.org/10.1016/j.scitotenv.2016.02.162 ","55"
95,"Lowland Rice","EAP","Lack of irrigation infrastructure","Leads to","Reduced crop productivity/failure","There is limited scope for further expansion of irrigation systems. Only a few countries are in the fortunate position of under-exploiting their water resources. In some areas, serious shortages of irrigation water occur in the dry season. However, water use efficiencies are often low.","Dixon et al.","2001","https://www.fao.org/3/Y1860E/y1860e10.htm","55"
96,"Lowland Rice","EAP","Lack of irrigation infrastructure","Leads to","Increase in food insecurity","Rice is the major staple food of Asia, and an important source of food security , however, without irrigation its vulnerable to climate change conditions.","Schneider et al.","2020","https://onlinelibrary.wiley.com/doi/full/10.1111/jac.12415","56"
97,"Lowland Rice","EAP","Poor efficiency of farming","Leads to","Reduced crop productivity/failure","Poor farming efficiency is a breeding ground for Weeds which reduce rice yield by competing for space, nutrients, light, and water, and by serving as hosts for pests and diseases.","Papademetriou",,"https://www.fao.org/3/x6905e/x6905e04.htm","57"
98,"Lowland Rice","EAP","Lack of access to improved crop varieties","Leads to","Increase in food insecurity","Lack of stress-tolerant varieties in Asia significantly reduce rice yield and income leading to increased food insecurity.","Mishra et al.","2022","https://doi.org/10.1016%2Fj.gfs.2022.100628","58"
99,"Lowland Rice","EAP","Inadequate climate information services","Leads to","Unpredictable planting period","The crippling impacts of climate change are leaving rice farming systems at a critical state, causing unpredictable planting seasons.","Segal ","2019","https://oxfamilibrary.openrepository.com/bitstream/handle/10546/620646/bp-unfair-harvest-rice-asia-200319-en.pdf","59"
100,"Lowland Rice","EAP","Dependent on a single crop type","Leads to","Increase in food insecurity","Rice is the most important crop in Asia, providing a major portion of dietary contents, however, it's very vulnerable leading to increased food insecurity in the region.","Baird et al.,. 2021",,"60",
101,"Lowland Rice","EAP","Small farm size","Leads to","Increase in food insecurity","Small-scale producers grow most of the rice in Asia, playing a significant role in providing food security, jobs and income across the region. However, a combination of worsening inequality in food value chains and the crippling impacts of climate change is leaving rice farming systems at a critical juncture. These challenges threaten the future viability of rice production that underpins the livelihoods and primary food source for millions of people","Segal ","2019","https://oxfamilibrary.openrepository.com/bitstream/handle/10546/620646/bp-unfair-harvest-rice-asia-200319-en.pdf","61"
102,"Lowland Rice","EAP","Poor efficiency of farming","Leads to","Reduced produce quality","On-farm deterioration in the quality of rice for sale, due to poor post-harvest management practices and inadequate storage conditions, is very significant in many areas and leads to reduced revenues from crop sales. There is limited scope for further expansion of irrigation systems. For instance Paddy produced in Myanmar is of extremely low quality because of labour shortages, the lack of mechanized options for harvesting, and field drying for up to 4 weeks before threshing","Cramb et al.","2015",,"62"
103,"Lowland Rice","EAP","Poor efficiency of farming","Leads to","Reduced produce quality","On-farm deterioration in the quality of rice for sale, due to poor post-harvest management practices and inadequate storage conditions, is very significant in many areas and leads to reduced revenues from crop sales. There is limited scope for further expansion of irrigation systems. For instance Paddy produced in Myanmar is of extremely low quality because of labour shortages, the lack of mechanized options for harvesting, and field drying for up to 4 weeks before threshing","Dixon et al.","2001",,"62"
104,"Lowland Rice","EAP","Dependent on a single crop type","Is mitigated by","Diversify livelihoods","ome of the practices in diversifying farming systems included livestock, horticulture, annual and perennial trees combined with livestock. These however depend on a stable supply of water for irrigation.  Some farmers have shifted from rice farming to coconut/fruit tree farming and growing fodder grasses.","Thuy Le Toan, et al","2021",,"63"
105,"Lowland Rice","EAP","Dependent on a single crop type","Is mitigated by","Diversify livelihoods","ome of the practices in diversifying farming systems included livestock, horticulture, annual and perennial trees combined with livestock. These however depend on a stable supply of water for irrigation.  Some farmers have shifted from rice farming to coconut/fruit tree farming and growing fodder grasses.","Akam & Gruere","2018","https://doi.org/10.1787/15615529","63"
106,"Lowland Rice","EAP","Dependent on a single crop type","Is mitigated by","Diversify livelihoods","ome of the practices in diversifying farming systems included livestock, horticulture, annual and perennial trees combined with livestock. These however depend on a stable supply of water for irrigation.  Some farmers have shifted from rice farming to coconut/fruit tree farming and growing fodder grasses.","Yen et al.","2019",,"63"
107,"Lowland Rice","EAP","Dependent on a single crop type","Is mitigated by","Diversify livelihoods","ome of the practices in diversifying farming systems included livestock, horticulture, annual and perennial trees combined with livestock. These however depend on a stable supply of water for irrigation.  Some farmers have shifted from rice farming to coconut/fruit tree farming and growing fodder grasses.","Dixon et al.","2001","https://www.fao.org/3/Y1860E/y1860e10.htm","63"
108,"Lowland Rice","EAP","Unsustainable land management practices","Is mitigated by","Implement climate smart agriculture practices





","Rice production contributes to greenhouse gas emissions.In 2010, paddy rice production emitted 44.61 million tons carbon dioxide equivalents (MtCO2e), 18% of total national GHG emissions. Alternate wetting and drying (AWD)a technique in which fields are allowed to dry out to a certain point before irrigation instances is proposed as a mitigation measure with a co-benefit of increasing income compared to conventional rice cultivation.","Tran et al.","2019",,"64"
