"Resource","Year","ID","Number"
"Thuy Le Toan et al.","2021","18",
"Thuy Le Toan et al.","2021","4",
"Thuy Le Toan et al.","2021","5",
"Thuy Le Toan et al.","2021","22",
"Thuy Le Toan et al.","2021","2",
"Thuy Le Toan et al.","2021","63",
"Thuy Le Toan et al.","2021","88",
"Thuy Le Toan et al.","2021","32",
"Chapman & Darby","2016","3",
"Smajgl et al.","2015","8",
"TI Liebig  et al.","2017","1979",
"Tigchelaar et al.","2018","1265","1"
"Tim F. and Roshan A.","2020","1311",
"Tropp & Jagerskog","2006","1040",
"Tropp & Jagerskog","2006","1012",
"TS SESSION","2021","346",
"Tunde A.","2021","1575",
"Turner et al.","2011","2172",
"Turner et al.","2011","2183",
"Turner et al.","2011","2184",
"Turner et al.","2011","2185",
"Turner et al.","2011","2186",
"Turner et al.","2011","2187",
"U Adhikari  et al.","2015","1720",
"U Grote  et al.","2021","1016",
"U Grote  et al.","2021","1019",
"U Grote  et al.","2021","1027",
"U Grote  et al.","2021","1030",
"UEPA","2017","152","1"
"Ugo Pica-Ciamarra et al.","2007","546",
"Ugo Pica-Ciamarra et al.","2007","542",
"UN","2012","1168",
"UN","2012","1172",
"UN","2012","1175",
"UN","2021","451","1"
"UN","2009","1775","1"
"UN","2017","173","1"
"UN","2017","198","1"
"UN","2022","520","1"
"UNCC","2020","1692",
"UNCC","2020","1693",
"UNDP and World Bank","2022","1074",
"UNDP and World Bank","2022","1084",
"UNEP","2019","694",
"UNEP","2019","702",
"UNEP","2020","132",
"WHO""","2020","1845",
"UNICEF","2021","1160",
"UNICEF","2021","1185",
"UNICEF","2019","1722","1"
"USAID","2021","196","1"
"USAID","2021","195","1"
"USAID","2022","663",
"Ussiri and Lal","2019","2011","1"
"V Bjornlund  et al.","2020","2087",
"V Bjornlund  et al.","2022","1588",
"V Bjornlund  et al.","2022","1590",
"V Bjornlund  et al.","2022","2006",
"V Bjornlund  et al.","2022","1991",
"V Bjornlund  et al.","2022","1992",
"Bjornlund et al.","2022","1578",
"Venus et al.","2022","1387",
"Venus et al.","2022","1389",
"Venus et al.","2022","1382",
"Venus et al.","2022","1383",
"Venus et al.","2022","1370",
"Venus et al.","2022","1371",
"Verner","2012","1150","1"
"Verner","2012","1216","1"
"Verner","2012","1164","1"
"Verner","2012","1144","1"
"Verner","2012","1145","1"
"Vuille et al.","2018","670",
"W Mulinge  et al.","2016","1589",
"Wei Yanqiang et al.","2017","651",
"Wei Yanqiang et al.","2017","652",
"WFP","2022","435",
"WFP","2022","436",
"WFP","2022","450",
"WHO","2020","1834",
"WHO","2020","1843",
"William Isaacs","2014","362",
"Wilson","2022","149",
"Winslow and Richard","2007","1121",
"Winslow and Richard","2007","1131",
"Winslow and Richard","2007","1139",
"Wold Bank Climate Change Knowledge Portal",,"1276",
"World Bank",,"375",
"World Bank","2013","483","1"
"World Bank","2013","489","1"
"WMO","2020","675","1"
"World Bank and USAID","2017","525",
"World Bank andUSAID","2017","536",
"World Bank","2019","1637","1"
"world bank","2013","1076",
"world bank","2013","1038",
"World bank","2013","990",
"World bank","2013","997",
"World Bank","2017","1052",
"World Bank","2017","1055",
"World Bank","2017","2141",
"World bank","2021","1355",
"World bank","2021","1332",
"World bank","2021","1364",
"world bank","2021","1029",
"World bank","2021","1363",
"World bank","2022","1359",
"World Bank","2013","1995","1"
"World Bank","2013","1997","1"
"World Bank","2016","2048","1"
"World Bank","2020","134","1"
"World Bank","2020","118","1"
"World Meteorological Organization","2021","332",
"World Meteorological Organization","2021","326",
"World Meteorological Organization","2021","317",
"World Meteorological Organization","2021","341",
"World Meteorological Organization","2021","315",
"World Meteorological Organization","2021","322",
"World Meteorological Organization","2021","330",
"WorldBank","2022","117",
"Younes-Cárdenas and Erazo-Mera","2016","674",
"Kabede et al.","2021","1558","1"
