ID,"Label","Type","Type-1","Type-2","Tags","Description"
122,"Migration","EAP Temperate Mixed","Adaptation option","Human capital","Community level","Migration is used by households as one of the adaptation strategy and is part of the wider socio-economic transformation in which people leave in order to cope with environmental changes or optimise thei livelihoods."
123,"Invest in agricultural research and development","EAP Temperate Mixed","Adaptation option","Human capital","Research and Development;Partnership required","Need to dentify major areas where locally led research can contribute substantially to policy and implementation programmes for adaptation, particularly as those relate to the poor and other vulnerable communities."
124,"Diversify livestock ","EAP Temperate Mixed","Adaptation option","Human capital","Research and Development; partnership required","Keeping more than one species of livestock is a risk-minimizing strategy and provides farmers with a wider range of adaptive options against climate unpredictability."
125,"Capacity building on sustainable agricultural practices","EAP Temperate Mixed","Adaptation option","Human capital",,
126,"Implement climate smart agriculture practices","EAP Temperate Mixed","Adaptation option","Human capital","Capacity Building; Community level; Network dependent","Strengthening environmental sustainability and climate resilience of smallholders and rural producers."
127,"Livestock mobility to semi-arid/sub-humid zones","EAP Temperate Mixed","Adaptation option","Human capital","Ecosystem; Community level; Policy level","Upgrading their agrifood value chains through a greater focus on food safety and environmental standards."
128,"Adopt disease tolerant breeds","EAP Temperate Mixed","Adaptation option","Human capital",,
129,"Adopt disease tolerant varieties","EAP Temperate Mixed","Adaptation option","Human capital",,
130,"Adjust crop calendar","EAP Temperate Mixed","Adaptation option","Human capital",,
131,"Adopt drought tolerant varieties","EAP Temperate Mixed","Adaptation option","Human capital",,
132,"Apply integrated pest and diseases management","EAP Temperate Mixed","Adaptation option","Human capital",,
133,"Establish farmer organisations","EAP Temperate Mixed","Adaptation option","Social capital","Capacity Building; Farm level","The first phase of the Medium-term Cooperation Programme with Farmers’ Organizations in Asia and the Pacific (MTCP1) was implemented from 2009 to 2012. Covering 10 countries, it aimed to strengthen the networks of farmers’ organizations."
134,"Establish water user associations","EAP Temperate Mixed","Adaptation option","Social capital","Biophysical:Capacity building","East Asia is frequently affected by drought and its impacts. During 2015 to 2020, the entire  region experienced at least six months of drought,and, ESCAP has advocated for a shift to a more pro-active drought management approach such Water user organizations."
135,"Improve networking and knowledge exchange","EAP Temperate Mixed","Adaptation option","Social capital",,
136,"Build capacity on advocacy","EAP Temperate Mixed","Adaptation option","Social capital",,
137,"Invest in agricultural research and development","EAP Temperate Mixed","Adaptation option","Political capital ","Research and Development; Policy level;Partnership required","Indeed, agri-cultural research and development (R&D)—particularly to support the adaptation of new technologies and practices to local contexts has been important to increasing agricultural productivity in the region, generating returns of nearly 50% to public spending on R&D in agriculture."
138,"Develop/improve early warning systems","EAP Temperate Mixed","Adaptation option","Political capital ","Capacity Building; community level; Network dependent","The introduction of  Early Warning Early Action (EWEA) will provide an innovative mechanism for disaster preparedness and early action. Effective EWEA saves lives and minimizes loss and damage caused by climate-related hazards."
139,"Implement disaster recovery strategies","EAP Temperate Mixed","Adaptation option","Political capital ","Capacity Building: Community level","East Asia and the Pacific (EAP) region face recurrent extreme weather events and natural hazards and in FY 2021, USAID/BHA provided nearly $24 million to partner organizations conducting early recovery, risk reduction, and resilience (ER4) activities in 14 countries across EAP, as well as through regional assistance."
140,"Improve access to credit","EAP Temperate Mixed","Adaptation option","Financial capital","Governance; Farmlevel","IFAD is empowering smallholders through its loan and grant programmes and ensuring improved access to credit facilities."
141,"Diversify markets","EAP Temperate Mixed","Adaptation option","Financial capital","Infrastructure; Network dependent; Partnership required","Much of the region lacks the basic infrastructure to ensuring integration with the global economy through efficient market linkages. Such integration is vital for strengthening intra- and interregional trade through emerging common markets such as the Association of Southeast Asian Nations (ASEAN)."
142,"Improve access to markets","EAP Temperate Mixed","Adaptation option","Financial capital","Governance; community level","Emphasizing the rural investment and market access infrastructure, and strengthening rural producer organizations."
